93  94	42
17	60	90
84	83	104
228	170	98
81	85	81
63	89	56
48	24	48
118	34	86
53	194	28
261	92	80
150	77	108
148	78	62
50	17	118
300	128	73
255	74	59
13	13	85
108	102	134
36	36	22
76	88	81
84	144	28
93	22	65
174	93	140
96	190	28
126	184	64
234	32	24
33	61	188
201	32	112
62	36	50
57	36	196
166	98	88
17	69	172
49	23	27
46	52	57
70	164	26
75	168	124
62	150	110
102	42	79
141	182	58
150	42	162
144	69	22
192	77	78
152	97	172
183	99	56
141	98	24
114	86	99
80	41	50
27	62	16
64	76	48
90	164	118
111	188	88
93	84	98
252	70	99
28	34	148
47	33	110
38	100	34
29	37	66
74	72	154
135	81	20
240	198	148
47	200	69
84	182	67
78	178	40
40	164	54
213	92	60
37	198	34
57	114	110
37	72	30
81	71	24
77	126	36
204	41	55
68	89	41
18	92	46
240	22	140
243	36	24
40	96	58
78	80	83
116	132	90
55	36	80
60	71	22
102	53	56
34	182	85
144	98	112
55	24	124
177	70	69
124	198	12
46	16	44
40	41	61
168	19	19
75	28	176
86	61	12
210	38	65
69	78	34
174	25	56
171	172	95
180	14	58
178	24	74
11	180	94
42	53	20
294	88	79
57	32	25
108	98	40
50	138	94
76	94	108
98	100	136
96	23	68
44	122	90
81	52	94
86	85	182
219	102	92
19	37	71
183	104	100
83	66	15
45	34	100
45	92	42
188	118	43
64	50	106
126	186	26
252	54	166
44	26	89
13	60	62
52	94	14
108	126	200
108	124	45
182	154	65
252	158	20
96	166	172
114	158	172
79	90	96
36	97	134
52	24	75
49	34	92
207	60	21
84	57	61
23	146	64
273	22	20
63	154	118
246	44	188
34	42	80
282	84	79
28	52	42
30	34	39
26	34	12
225	47	68
114	75	168
28	12	110
22	30	130
114	44	13
69	12	70
166	44	51
200	65	156
47	23	59
55	100	146
96	68	30
13	118	62
138	66	56
80	56	33
38	49	48
188	18	22
92	90	32
94	22	68
182	108	73
231	184	46
294	192	74
144	23	100
69	148	30
54	144	27
130	60	30
28	22	47
28	23	160
96	110	52
37	14	110
174	72	65
70	25	55
68	54	66
56	59	25
63	17	67
58	186	51
84	71	83
82	17	75
29	124	62
63	97	67
124	36	81
80	190	174
74	62	88
62	108	94
195	104	54
31	156	49
171	84	47
23	56	188
279	68	184
75	60	126
264	81	64
168	77	60
80	75	120
89	32	64
112	79	83
81	40	51
21	46	28
93	128	200
112	114	80
84	132	134
142	89	91
160	64	13
46	166	53
72	13	63
40	100	152
94	182	10
74	89	65
140	162	57
62	11	17
85	65	104
291	122	140
162	140	57
89	50	184
130	98	68
45	62	170
60	192	28
60	67	74
76	36	118
94	108	73
58	192	56
39	162	92
68	28	51
198	96	14
78	106	194
195	63	49
234	88	47
56	54	19
153	94	94
77	30	170
21	18	162
146	44	56
270	11	50
30	11	64
64	70	22
18	34	86
288	156	158
213	15	54
69	72	17
152	83	58
19	52	94
174	74	89
43	110	178
14	25	176
84	95	184
60	94	65
62	188	53
60	12	144
49	194	95
65	54	46
141	98	170
273	184	86
180	194	162
17	142	106
18	22	176
140	178	24
62	48	21
102	28	74
93	95	126
32	98	58
60	85	22
33	23	84
85	48	164
92	28	146
72	68	82
228	60	180
94	176	61
66	38	39
94	100	73
92	64	73
156	75	22
168	134	91
174	48	92
66	36	12
44	124	190
246	184	81
53	50	198
240	62	45
93	80	30
159	32	92
52	158	190
102	78	24
92	78	35
14	182	13
13	44	114
74	75	30
15	10	92
300	20	48
144	12	81
105	36	90
53	74	57
100	76	100
156	52	64
90	56	25
57	65	64
66	37	198
69	17	60
183	90	67
66	72	55
273	54	48
132	112	67
84	166	32
174	31	48
33	58	40
168	88	112
62	34	198
192	17	83
60	100	70
39	90	24
90	43	158
231	57	38
216	164	49
297	51	74
249	84	37
120	102	190
20	126	40
78	160	178
10	19	146
200	184	84
64	28	25
188	198	62
164	160	174
95	63	22
106	196	19
75	118	92
54	57	45
26	46	49
189	110	86
19	92	152
174	31	19
108	14	16
28	130	110
261	28	164
60	166	192
201	29	188
84	90	15
97	48	82
164	98	98
36	45	110
15	24	194
32	50	198
55	104	72
65	91	79
70	22	40
20	61	20
148	48	72
76	35	150
122	90	54
285	194	176
78	32	55
159	26	30
15	38	88
28	148	38
26	23	172
162	82	128
90	84	17
117	97	85
174	57	86
162	122	43
23	62	126
35	60	186
58	188	62
282	73	23
144	192	11
58	25	46
10	80	24
39	53	63
124	29	56
75	38	164
54	69	186
34	46	78
57	196	19
84	170	11
54	68	156
180	112	21
120	79	192
26	98	58
91	40	72
294	47	88
150	128	84
118	31	10
171	91	38
58	144	79
96	114	102
195	53	44
188	21	32
237	52	154
192	68	14
291	116	192
255	42	52
141	158	116
29	17	18
82	23	26
86	78	24
14	184	28
45	18	80
27	79	180
297	23	134
69	61	86
48	89	62
42	62	64
228	89	35
116	118	166
63	86	36
174	76	81
294	46	18
111	25	74
63	20	71
141	160	19
94	26	192
159	80	58
267	20	48
210	66	97
148	100	25
192	162	80
97	39	18
44	29	106
40	102	52
34	126	25
297	192	69
122	176	114
28	61	46
10	33	61
165	93	34
184	48	20
213	46	58
36	53	184
72	92	136
264	130	86
210	67	116
52	68	76
114	87	34
213	56	138
76	46	28
201	62	170
243	70	74
222	122	13
84	93	40
102	82	82
60	22	56
294	150	99
42	26	94
54	66	176
166	64	99
189	85	74
47	87	18
28	79	196
176	48	74
100	44	79
225	28	80
183	19	25
39	34	92
26	21	72
88	60	44
24	30	100
177	32	172
172	60	93
162	49	178
164	52	136
50	90	41
122	80	186
146	128	136
78	69	97
201	29	10
246	20	176
68	146	144
258	24	88
117	42	54
144	12	50
41	100	184
117	104	68
54	90	94
11	160	194
98	84	33
182	126	130
152	87	118
128	67	196
178	34	89
126	172	64
153	194	20
95	18	79
50	94	65
78	146	27
184	99	10
28	62	50
77	54	110
70	49	60
255	21	82
51	52	182
52	10	168
48	162	126
144	174	30
60	43	174
52	88	46
63	31	59
142	58	26
82	47	40
93	68	66
45	78	70
84	156	69
57	20	80
186	170	164
122	158	120
86	48	182
48	172	46
180	13	176
153	44	84
66	48	93
255	62	39
26	94	46
89	102	31
147	38	150
192	72	90
180	116	126
39	156	63
104	146	66
52	92	60
123	66	36
132	162	65
96	130	95
58	75	94
114	60	16
26	58	44
168	68	20
31	70	180
54	118	96
90	98	30
86	38	20
144	116	44
246	144	47
276	98	192
83	68	17
30	11	114
60	16	58
126	22	188
89	89	12
82	89	56
34	128	90
100	39	72
65	88	100
100	25	196
26	19	140
96	68	87
117	38	35
80	49	26
116	90	88
82	49	30
180	26	92
170	19	48
58	88	85
38	26	120
24	124	68
33	45	50
99	94	96
186	15	194
39	36	38
136	106	58
14	82	118
24	82	14
90	48	93
184	82	31
164	148	68
219	184	29
141	26	164
158	86	88
249	98	154
171	172	99
74	50	12
243	136	55
94	18	75
23	18	128
105	28	41
160	112	56
33	27	19
30	74	190
63	166	68
285	49	112
147	146	154
51	19	168
104	192	158
33	68	29
118	59	41
144	76	39
35	22	62
28	64	81
21	62	196
144	188	39
132	88	18
126	34	136
159	176	10
26	72	71
54	46	59
29	134	29
120	29	23
200	91	50
71	122	78
89	58	160
228	60	54
75	174	75
102	42	58
78	80	136
219	188	43
91	24	30
81	62	17
80	194	128
222	25	68
22	52	15
12	132	100
231	16	124
48	80	110
81	70	23
96	88	148
108	88	198
97	100	28
49	49	172
78	60	64
178	58	22
86	68	124
136	68	38
36	198	20
196	19	32
170	128	44
147	48	174
29	190	90
110	74	58
243	53	174
27	18	50
126	142	192
117	120	37
264	72	13
136	18	94
246	50	188
20	60	108
110	142	30
56	182	152
50	186	46
86	16	68
267	32	47
30	66	38
28	144	128
34	158	61
69	188	51
40	48	190
47	77	36
63	66	65
72	148	25
108	51	20
58	60	110
174	36	89
42	62	86
200	126	36
162	91	146
92	48	32
180	54	60
85	68	180
29	74	34
228	46	52
20	86	97
24	42	39
192	61	22
84	176	152
279	33	142
54	186	70
267	166	100
13	24	36
31	154	97
39	32	66
90	74	16
98	49	91
36	28	84
120	62	91
192	18	27
89	11	88
87	66	20
150	50	52
180	42	160
279	100	48
46	152	79
153	20	188
177	53	37
34	164	49
138	37	162
19	20	194
100	90	114
96	11	132
228	196	80
82	78	124
156	26	44
138	39	86
294	30	42
261	176	98
294	71	26
81	94	106
51	108	196
192	63	120
80	156	70
112	62	96
184	71	90
162	182	50
108	22	50
80	132	96
136	68	46
168	30	38
66	42	188
210	91	76
22	83	63
258	62	182
264	76	68
36	27	12
12	168	70
98	88	182
27	31	90
297	164	23
258	76	114
176	86	102
48	80	86
95	82	36
70	35	53
276	92	82
28	164	74
84	61	92
51	31	20
146	69	76
58	85	93
126	182	21
72	154	12
62	99	51
134	84	94
75	118	160
81	200	194
69	110	63
189	154	96
47	136	45
60	112	24
34	138	49
51	72	56
85	20	90
94	58	148
162	200	136
198	53	82
69	188	69
45	21	182
81	198	93
15	81	60
186	196	93
108	166	80
90	56	69
264	154	182
23	30	62
189	93	104
118	136	93
40	114	180
75	158	24
46	82	18
171	100	92
88	36	20
32	37	118
183	54	57
69	70	40
123	44	48
152	170	24
95	92	26
97	86	15
45	52	46
15	57	49
81	59	38
42	21	50
96	77	132
144	60	130
96	42	87
84	160	104
100	50	50
52	190	52
237	65	174
60	80	154
45	100	160
228	20	72
252	166	19
182	93	23
130	68	15
83	104	98
72	132	93
158	80	168
258	44	32
182	25	60
106	112	96
192	192	83
118	70	51
106	42	22
68	168	46
85	71	80
48	99	84
24	120	96
55	34	55
84	48	186
76	88	32
198	38	30
177	34	136
273	98	80
110	68	33
168	120	76
22	194	62
86	99	49
122	40	174
146	13	170
189	84	30
90	52	190
166	83	176
291	44	62
102	58	62
86	190	166
246	162	156
40	172	22
78	116	70
63	36	76
68	94	74
63	84	162
162	136	47
97	62	150
80	78	93
285	74	38
297	42	90
68	190	71
168	36	170
62	25	25
114	33	88
67	67	44
176	26	70
69	41	35
70	108	72
142	90	22
195	72	72
68	34	112
20	24	82
124	92	91
204	97	174
190	44	31
273	134	68
104	66	35
51	110	66
282	128	82
80	170	95
74	35	58
92	36	79
23	84	19
114	45	164
261	20	30
42	28	36
86	196	162
240	162	33
88	24	110
83	92	92
204	81	14
297	85	162
24	100	58
56	86	72
22	86	18
267	76	32
128	96	94
138	11	164
177	49	71
91	60	52
177	192	49
32	96	190
70	104	54
75	87	100
31	37	152
40	14	100
177	26	174
267	124	17
240	75	58
144	154	64
41	64	188
159	28	184
178	45	34
210	92	130
222	26	64
213	58	33
162	178	73
52	88	10
98	88	124
105	68	55
88	68	148
36	44	27
249	94	130
30	196	142
92	70	192
132	50	24
246	68	104
162	46	198
33	22	100
21	112	190
88	114	20
132	126	150
201	31	80
64	130	52
144	46	134
97	58	36
34	62	22
180	42	72
14	136	178
144	30	110
46	160	23
22	118	92
65	134	50
148	44	14
20	122	89
22	39	95
62	128	16
142	45	48
136	11	34
276	38	54
288	118	25
152	71	150
55	79	64
273	64	142
86	46	57
196	52	22
87	83	22
65	94	93
118	27	160
42	44	39
68	34	42
64	44	17
126	86	75
43	156	88
14	70	88
87	22	36
74	69	68
246	59	56
67	32	48
17	78	17
282	52	96
73	61	47
51	86	96
58	188	136
300	12	75
79	56	60
140	198	50
70	36	120
126	90	70
104	47	99
196	42	114
100	76	76
24	47	98
44	50	78
63	33	30
44	23	112
50	84	91
49	32	188
99	56	11
39	52	14
49	18	49
52	87	90
129	43	182
249	65	49
12	46	158
170	142	168
22	34	190
29	146	34
297	98	19
36	130	23
22	194	164
123	12	98
75	138	52
108	25	90
50	112	98
196	172	92
54	120	194
106	200	180
73	48	30
96	42	70
276	28	83
63	174	89
146	79	80
65	70	74
120	70	72
30	53	30
114	12	134
93	132	120
80	124	47
246	102	82
97	72	68
93	86	89
168	66	74
69	42	194
86	34	56
159	15	93
261	11	78
186	80	33
42	192	44
60	188	150
73	71	138
84	112	28
74	67	64
15	68	178
297	76	18
88	20	57
90	192	44
66	33	76
171	12	39
32	77	70
15	40	184
44	88	102
27	70	170
54	34	118
180	68	66
177	67	15
279	174	200
189	75	92
146	45	97
138	58	120
210	102	88
249	61	114
243	64	176
48	100	22
68	192	154
17	74	66
12	198	41
237	78	200
270	104	22
76	52	71
158	56	106
22	180	70
26	172	38
37	94	88
17	176	72
46	108	180
99	44	176
186	68	152
146	34	19
32	80	30
171	70	92
75	25	116
90	178	75
123	28	80
22	78	11
234	68	140
14	150	22
92	22	68
70	52	76
99	74	40
189	31	87
78	72	88
194	89	124
13	54	164
172	156	59
87	23	72
96	26	102
159	110	178
72	68	190
28	64	40
39	36	116
94	66	76
87	98	46
95	59	41
49	26	88
98	102	99
27	92	200
138	156	140
216	22	62
176	58	90
147	84	50
51	26	18
273	58	20
192	89	87
30	82	70
129	184	19
83	13	94
30	57	200
17	174	15
42	13	21
60	164	64
48	46	192
18	134	168
94	168	10
80	39	93
81	51	14
82	30	104
67	36	89
11	66	100
171	45	22
41	29	56
102	10	108
72	46	46
59	56	144
102	92	196
162	158	194
138	180	12
11	166	136
141	66	93
162	112	148
225	98	186
156	100	84
138	16	27
201	106	83
32	56	158
20	146	33
33	24	11
291	90	15
81	37	83
300	20	40
264	170	96
177	74	186
52	40	28
216	38	152
134	16	24
13	15	94
41	106	19
70	60	50
118	44	22
69	90	140
170	106	60
96	156	60
246	70	70
44	11	60
92	53	98
46	138	79
273	156	198
192	48	56
85	130	48
122	22	57
138	46	96
24	70	106
174	45	33
108	38	184
54	49	106
54	29	28
79	57	50
70	162	53
98	98	85
38	63	100
132	18	11
186	20	132
44	22	83
10	74	102
60	102	60
35	116	56
160	15	54
148	57	78
134	58	98
69	26	42
110	46	80
22	98	182
43	48	124
144	102	19
54	154	30
126	62	102
140	78	33
147	22	64
58	198	30
190	63	79
34	91	82
164	77	82
198	128	100
64	130	44
12	46	138
96	23	28
84	60	142
201	180	164
39	52	26
18	50	100
74	51	100
99	104	57
36	80	68
94	158	16
190	75	27
45	99	36
150	32	18
279	29	80
76	23	48
65	184	88
32	84	82
192	11	30
47	95	194
273	110	17
66	98	85
134	112	28
108	61	72
96	74	58
177	182	81
182	34	66
16	68	112
88	188	76
194	19	82
63	63	18
258	20	128
67	66	66
45	39	118
279	93	42
54	85	14
28	93	80
23	45	95
51	16	77
150	130	162
97	196	52
50	118	176
158	180	50
136	69	93
32	73	116
156	57	40
11	166	91
150	152	64
285	186	33
87	35	53
62	43	194
33	32	58
68	73	14
188	86	108
72	33	108
70	38	124
172	26	61
66	13	65
76	68	17
114	136	168
45	158	76
43	60	194
33	174	95
148	46	41
51	36	13
194	60	108
76	90	98
108	94	42
39	70	82
273	24	29
26	78	71
55	108	36
43	92	46
114	116	156
72	124	18
76	52	72
150	104	81
156	95	72
56	23	106
66	186	98
20	90	154
56	21	46
71	150	114
177	41	146
78	23	79
49	74	26
76	50	68
86	97	70
27	10	40
183	100	128
25	44	40
39	102	60
106	156	172
90	78	55
38	124	34
64	104	62
54	54	96
17	78	61
57	21	70
117	47	26
184	92	49
168	28	66
99	63	26
140	122	50
180	33	76
168	20	20
23	27	198
282	142	162
276	15	26
76	49	26
21	186	82
168	79	56
52	19	82
124	55	94
92	134	90
96	44	156
48	128	87
154	184	60
17	150	122
189	54	53
46	65	82
213	32	62
44	68	59
21	67	86
20	34	154
80	80	94
82	31	48
45	55	180
48	178	94
118	54	22
120	97	72
192	160	94
93	39	38
285	83	76
24	36	67
186	36	58
195	11	148
55	192	114
50	46	166
72	40	150
174	182	84
87	76	168
170	188	50
140	76	17
120	52	55
72	76	80
19	13	17
178	78	92
204	45	51
168	82	24
65	118	58
28	67	84
207	67	174
57	20	37
94	170	186
93	50	87
30	98	24
102	65	57
228	40	128
67	97	56
150	17	91
53	46	49
196	89	200
184	100	50
22	72	198
89	49	82
104	81	130
96	68	26
231	104	56
41	50	38
60	49	112
156	93	168
129	56	80
77	98	10
66	63	47
186	67	126
63	54	110
141	184	116
66	26	34
60	17	150
54	176	82
29	43	38
19	84	100
67	178	72
31	95	46
69	73	78
38	176	28
84	26	178
88	43	126
237	82	90
61	45	27
63	44	52
210	110	39
48	136	53
66	164	196
110	114	88
50	72	88
75	71	146
237	90	78
104	61	20
186	49	34
42	30	63
264	35	33
172	47	76
37	89	88
62	108	32
100	86	61
21	192	144
192	74	96
76	61	75
63	124	36
70	10	198
138	200	176
255	70	65
45	68	94
20	47	81
182	90	83
69	11	80
168	79	54
51	148	170
96	99	170
67	76	122
264	55	20
90	46	36
66	98	70
160	82	50
178	13	72
15	32	196
134	144	102
26	34	37
190	55	130
144	87	134
66	100	31
33	67	24
52	81	81
194	136	146
54	67	10
28	98	26
74	76	174
19	46	68
51	49	37
134	27	45
72	152	186
54	118	63
279	96	36
62	38	52
22	62	176
51	17	78
192	47	48
30	96	77
84	21	172
41	41	144
37	18	152
112	63	198
85	83	84
160	114	29
99	84	112
62	44	66
228	15	68
20	48	59
110	100	82
138	53	23
42	198	75
77	78	80
67	20	29
213	34	34
48	22	36
222	74	198
79	67	182
144	86	142
28	67	59
20	47	86
58	89	57
195	62	134
69	116	44
240	154	158
261	61	55
154	57	33
96	92	62
76	122	98
39	94	56
42	110	82
48	106	184
82	196	98
47	52	100
192	68	33
52	198	78
144	85	44
201	48	120
114	37	172
152	60	86
63	57	40
72	188	28
120	38	84
36	120	100
98	178	54
24	120	72
78	54	28
87	132	60
198	41	34
200	154	82
66	96	34
49	20	93
234	174	46
124	40	144
117	122	152
38	10	95
72	52	94
135	152	18
43	61	60
34	122	49
43	96	104
225	46	34
24	182	78
219	108	89
51	96	39
63	170	104
200	61	28
128	140	77
54	82	70
87	62	37
78	146	42
243	126	104
237	95	100
29	164	190
47	71	24
128	194	39
52	75	62
279	31	66
28	69	10
26	33	69
96	64	44
165	92	80
288	100	54
84	38	81
240	70	59
198	160	64
276	128	42
204	12	52
183	60	88
144	148	162
43	140	78
258	120	132
267	132	22
82	40	138
36	58	22
13	74	160
69	118	24
11	50	90
84	158	75
66	21	66
81	65	90
60	40	70
45	85	60
95	68	100
11	98	17
105	192	83
276	18	97
42	128	132
57	34	76
33	81	132
118	55	22
60	174	148
92	37	50
231	138	96
28	49	94
291	174	57
10	190	44
28	21	73
21	82	178
90	69	93
70	82	102
294	142	27
63	52	83
100	24	192
54	20	23
282	134	68
194	94	46
33	26	60
11	146	104
72	29	25
178	28	168
54	87	99
210	93	78
188	64	30
78	79	94
59	164	78
32	136	75
32	128	164
68	76	69
252	97	16
240	138	36
33	61	182
142	68	62
58	126	92
73	50	166
219	106	84
207	64	170
11	176	45
48	75	164
37	62	50
192	44	178
32	48	152
30	41	198
47	85	32
84	80	84
138	68	85
47	120	38
17	148	164
46	56	17
255	62	97
177	58	112
200	130	84
28	126	77
27	134	44
75	59	180
90	22	65
97	25	94
222	49	42
158	44	30
112	33	89
160	116	86
23	80	96
297	58	80
45	12	67
117	38	24
116	74	32
88	67	180
12	98	28
80	178	10
130	43	42
36	90	20
114	36	41
172	21	34
159	46	48
31	19	136
267	184	160
16	38	170
204	122	62
164	49	108
144	150	68
219	80	184
21	17	87
36	61	188
124	164	66
30	89	98
45	45	42
62	138	188
76	36	94
165	32	20
69	55	87
22	166	118
96	80	102
276	88	56
76	54	97
70	58	87
154	100	67
66	33	77
48	110	34
46	134	27
243	96	68
170	74	85
81	106	51
294	24	71
172	94	142
150	41	76
24	90	148
16	168	152
90	77	182
21	20	142
40	32	20
70	18	57
132	62	104
88	44	52
17	67	84
178	124	64
33	142	68
144	37	184
66	120	98
75	93	34
50	11	84
142	188	140
192	74	30
80	138	26
28	174	90
147	102	68
237	68	190
65	114	96
276	93	118
45	28	53
136	43	62
57	76	74
134	106	38
25	92	22
252	96	18
29	66	140
288	35	26
72	58	126
94	35	72
96	57	100
186	70	10
114	62	62
129	66	95
118	174	46
85	90	124
65	80	24
122	78	38
258	84	46
84	46	48
87	118	38
122	24	130
96	54	41
110	176	40
72	66	95
52	56	30
77	10	25
58	162	26
96	13	84
68	142	192
36	100	80
54	84	69
77	27	88
285	20	43
82	69	15
159	110	56
37	114	56
102	56	20
65	53	39
82	58	20
56	180	42
156	87	74
108	32	92
180	81	112
162	97	28
28	79	140
18	132	76
126	76	44
200	64	48
108	64	146
30	100	44
74	60	53
162	58	67
72	46	136
30	186	60
39	112	96
25	38	102
32	47	182
34	26	64
162	57	74
84	100	62
231	74	64
63	82	65
75	184	30
183	16	65
33	182	56
294	87	90
240	176	31
142	86	79
120	128	88
72	11	20
87	77	93
249	142	92
225	49	88
79	24	24
192	20	94
60	93	172
258	142	87
82	108	66
138	126	26
12	118	89
219	50	110
36	66	30
186	40	36
204	46	176
180	32	91
135	124	102
54	46	132
55	32	49
134	24	86
70	128	162
37	89	88
61	19	30
83	128	30
48	192	114
22	95	73
88	15	158
171	34	43
75	24	114
117	24	188
128	42	172
120	50	22
176	118	30
170	18	32
80	57	146
96	146	182
258	88	86
138	54	70
98	80	148
16	77	176
74	60	23
31	44	168
72	99	46
130	60	80
165	34	94
96	142	84
24	95	186
86	59	19
60	60	194
76	14	14
72	16	106
62	14	78
219	27	22
72	11	48
162	53	42
94	192	66
174	82	104
204	198	78
63	168	71
300	40	20
21	74	192
204	182	96
54	84	18
99	60	154
28	130	22
108	198	48
162	130	88
270	61	168
165	182	41
74	84	63
111	150	28
72	54	47
177	56	31
249	124	188
198	65	98
36	97	89
270	170	60
22	54	32
258	60	60
24	67	83
123	32	56
50	56	35
27	73	80
19	28	84
267	87	158
55	12	12
51	17	150
69	22	77
156	22	54
153	162	74
276	19	63
231	186	124
132	56	112
20	73	154
291	29	91
69	99	182
95	186	76
100	66	23
72	51	34
129	52	146
126	12	22
26	158	156
243	59	76
110	79	40
86	29	98
15	19	57
276	144	124
64	48	102
76	28	74
146	120	52
165	90	194
108	124	16
40	43	56
108	200	50
33	76	38
33	72	72
65	52	50
42	60	90
40	86	156
62	54	91
90	79	34
54	74	184
51	162	35
51	94	57
33	158	116
81	77	132
59	88	51
186	27	47
164	72	72
160	186	200
285	94	60
51	44	82
15	158	52
60	70	13
207	152	94
172	168	124
91	78	168
90	56	34
201	78	46
38	22	39
82	59	71
66	58	29
68	144	42
49	188	69
39	86	126
69	36	10
267	60	65
104	99	52
100	74	154
100	22	94
64	180	27
168	122	132
16	13	142
106	44	44
28	77	26
66	65	118
136	46	56
90	118	92
42	62	93
27	68	24
75	83	88
122	28	48
49	24	160
60	188	110
132	66	58
56	94	80
144	156	60
201	54	49
279	60	54
170	160	17
132	38	84
96	62	11
27	162	86
128	11	48
240	22	75
78	70	158
195	72	74
180	97	188
78	60	38
54	148	42
42	12	64
294	24	108
264	34	58
72	146	60
186	120	31
38	37	12
99	82	91
54	182	42
68	51	48
128	43	39
228	54	48
297	84	99
13	64	34
84	164	88
83	85	74
178	148	53
190	27	21
147	31	22
34	84	77
291	72	11
246	81	30
122	128	63
184	94	192
37	102	90
108	10	88
99	87	58
81	38	84
45	45	59
112	90	132
63	23	40
20	194	51
29	148	78
48	192	82
54	73	90
38	84	104
135	45	86
54	47	54
136	48	48
116	150	78
16	77	77
144	31	174
99	48	28
56	90	67
116	77	28
122	154	64
152	26	91
234	126	15
105	77	27
65	36	83
222	150	74
162	52	81
32	12	42
58	124	55
156	170	76
152	92	47
33	90	92
54	168	182
66	36	28
129	88	67
70	60	132
74	57	75
180	22	104
106	146	21
90	68	46
158	82	82
63	72	112
72	18	200
192	80	35
59	31	140
180	74	22
130	162	174
172	42	60
52	74	23
129	142	23
86	150	68
114	11	162
37	58	192
249	98	15
58	38	47
45	66	96
18	62	43
213	26	200
37	48	63
273	48	168
42	168	57
18	31	94
44	160	148
159	63	20
67	11	158
100	55	53
72	66	43
252	80	22
138	38	174
120	96	52
68	30	142
38	55	67
273	184	48
189	41	74
138	64	32
178	30	40
66	46	52
168	18	72
91	86	47
30	82	162
118	88	130
94	184	41
141	49	38
130	100	24
180	12	29
82	32	93
213	30	150
12	168	200
180	74	70
172	31	69
51	63	88
72	24	96
76	95	43
13	154	166
66	76	83
158	41	17
54	88	184
45	58	112
46	86	78
165	20	66
100	152	64
98	62	72
97	74	23
68	164	174
28	90	74
61	63	60
56	46	188
14	35	77
150	52	41
186	48	134
33	97	84
36	172	32
104	60	16
51	118	37
88	36	21
134	156	99
55	66	188
210	29	15
94	140	170
28	136	164
129	98	198
288	92	152
150	174	130
171	92	88
201	27	86
186	178	22
110	96	85
102	182	40
172	92	36
186	78	146
39	140	138
200	91	180
134	34	84
24	184	61
140	65	38
88	70	39
74	46	72
86	82	110
118	104	74
282	166	65
44	90	146
87	120	25
57	110	56
84	70	30
42	120	56
258	17	82
64	48	67
66	40	28
288	72	198
38	24	31
150	166	86
70	30	72
45	61	196
144	106	50
258	43	52
177	93	28
102	72	70
34	160	78
255	64	56
72	40	79
13	95	47
87	97	134
73	89	29
162	14	26
160	66	76
53	96	60
180	17	88
21	58	16
183	65	134
146	70	15
96	94	16
56	178	106
82	15	44
128	68	94
196	28	58
34	100	120
45	17	43
120	110	164
24	154	68
249	118	18
129	20	146
28	60	64
126	35	65
66	48	24
136	102	33
192	32	104
38	30	30
65	15	60
39	34	65
261	146	49
170	168	63
44	86	134
28	56	168
76	48	49
162	18	50
45	72	97
66	35	95
41	95	132
130	150	43
198	36	144
188	58	12
18	63	48
99	144	12
81	80	118
57	44	38
255	84	32
63	110	164
74	84	128
19	74	74
92	184	130
45	62	170
142	89	88
178	21	36
76	172	92
19	59	140
47	56	72
174	27	152
58	118	74
90	34	62
70	200	96
28	58	156
116	30	89
20	71	56
96	182	50
90	88	54
65	56	154
188	78	132
171	20	82
222	182	168
36	114	30
255	59	18
162	28	83
86	152	71
94	44	19
85	99	80
42	27	134
45	32	72
201	28	11
52	110	74
190	58	64
200	40	34
255	55	55
146	190	156
282	148	162
36	44	94
80	82	78
152	96	66
21	81	142
196	27	29
276	93	98
177	124	46
138	28	52
43	74	90
100	55	66
138	164	40
216	186	138
62	79	14
168	94	26
128	108	124
78	108	30
153	92	84
92	97	50
112	84	20
120	11	170
170	68	48
132	64	96
60	91	34
63	186	166
170	79	95
186	100	79
67	71	178
42	44	75
51	44	81
138	94	38
177	80	20
81	32	50
90	82	29
150	78	47
288	28	20
150	116	152
225	56	186
62	58	36
141	83	21
30	61	194
123	48	68
66	64	76
37	50	88
190	72	71
198	85	37
174	116	22
42	58	42
86	58	24
54	174	46
80	72	54
183	126	98
258	24	52
150	69	67
147	166	50
96	91	120
156	114	23
39	61	19
192	174	82
95	158	39
144	39	64
243	48	82
171	16	26
300	100	67
122	34	21
108	85	152
130	74	52
100	40	13
30	81	62
31	74	118
189	78	182
26	158	96
135	188	48
162	49	64
31	17	82
39	42	54
144	162	122
54	196	91
51	94	30
72	91	40
11	85	41
126	78	138
73	106	96
39	84	184
91	60	12
30	40	190
95	67	96
58	19	48
165	158	112
81	60	190
58	85	62
276	144	38
243	70	93
138	13	194
92	49	40
264	59	116
147	72	172
102	156	96
105	88	45
192	28	62
80	78	74
66	19	48
142	81	75
84	120	80
30	196	69
57	146	152
138	74	32
74	48	18
141	44	36
258	31	31
75	26	38
81	170	32
48	22	142
59	72	24
261	51	20
106	68	17
32	32	93
150	22	60
198	97	20
46	76	33
111	26	64
96	49	97
28	168	65
182	26	51
144	28	33
252	170	162
63	58	93
70	168	58
34	26	82
180	22	41
128	37	44
246	74	10
29	122	150
178	66	30
88	84	70
29	190	74
159	19	190
62	41	48
51	88	12
114	184	94
192	13	72
70	166	40
37	158	87
60	71	96
198	110	89
183	91	26
264	156	54
134	76	68
74	10	138
104	80	15
48	102	80
176	28	83
186	38	46
216	88	37
112	62	138
40	14	46
120	134	138
213	38	144
54	37	37
195	10	80
297	89	72
14	168	102
198	27	56
15	10	124
68	19	52
13	72	11
22	84	73
118	58	160
55	88	45
152	88	74
30	40	34
93	50	94
